,zarobki_min,zarobki_max,nazwa,miasto,zdalnie,zarobki_srednie
8856,16000.0,24000.0,Angular Developer (MID/SENIOR),"Katowice, +2 locations",Tak,20000.0
8857,18000.0,29000.0,Remote Senior Blockchain Developer,Warszawa,Tak,23500.0
8858,11000.0,18000.0,Frontend Developer,"Kraków, +1 location",Tak,14500.0
8859,11000.0,20000.0,Node.js backend developer (100% remote),"Wrocław, +2 locations",Tak,15500.0
8860,7000.0,13000.0,React | Frontend Developer,"Warszawa, +1 location",Tak,10000.0
8861,12000.0,18000.0,Remote Mid Blockchain Developer,Warszawa,Tak,15000.0
8862,17000.0,26000.0,Senior Frontend Developer,"Gliwice, +2 locations",Tak,21500.0
8863,12500.0,19500.0,Frontend developer (React),"Wrocław, +2 locations",Nie,16000.0
8865,13000.0,18000.0,Frontend Developer,Kraków,Nie,15500.0
8866,25800.0,36400.0,"Senior Frontend Engineer (TS, React)",Warszawa,Tak,31100.0
8867,6000.0,9000.0,Junior Frontend Developer,Wrocław,Nie,7500.0
8868,10000.0,16000.0,Node.js Backend Developer,Kraków,Nie,13000.0
8869,5000.0,10000.0,Programmer JavaScript / TypeScript,Warszawa,Tak,7500.0
8870,11000.0,18000.0,Node.js / Typescript Developer,Łódź,Tak,14500.0
8871,17000.0,29000.0,Senior Frontend Developer (React),Kraków,Tak,23000.0
8872,14000.0,23500.0,Front-End Developer  (Angular),Wrocław,Tak,18750.0
8873,20000.0,30000.0,Senior NodeJS Engineer,Białystok,Tak,25000.0
8874,11000.0,18000.0,React Developer,Łódź,Tak,14500.0
8875,16000.0,22000.0,Programista JavaScript / TypeScript,Warszawa,Tak,19000.0
8876,18480.0,23520.0,React Developer,"Poznań, +2 locations",Tak,21000.0
8877,10000.0,16000.0,Fullstack Developer,"Wrocław, +2 locations",Tak,13000.0
8878,16000.0,25000.0,Senior Fullstack Developer,"Wrocław, +2 locations",Tak,20500.0
8879,5000.0,10000.0,Programmer JavaScript / TypeScript,Warszawa,Tak,7500.0
8880,11000.0,18000.0,Node.js / Typescript Developer,Łódź,Tak,14500.0
8881,17000.0,29000.0,Senior Frontend Developer (React),Kraków,Tak,23000.0
8882,14000.0,23500.0,Front-End Developer  (Angular),Wrocław,Tak,18750.0
8883,20000.0,30000.0,Senior NodeJS Engineer,Białystok,Tak,25000.0
8884,11000.0,18000.0,React Developer,Łódź,Tak,14500.0
8885,16000.0,22000.0,Programista JavaScript / TypeScript,Warszawa,Tak,19000.0
8886,18480.0,23520.0,React Developer,"Poznań, +2 locations",Tak,21000.0
8887,10000.0,16000.0,Fullstack Developer,"Wrocław, +2 locations",Tak,13000.0
8888,16000.0,25000.0,Senior Fullstack Developer,"Wrocław, +2 locations",Tak,20500.0
8889,14700.0,26000.0,Software Developera- 35h/week- TypeScript,Paryż,Tak,20350.0
8890,16000.0,19000.0,Middle JavaScript Developer,"Warszawa, +2 locations",Tak,17500.0
8891,11000.0,20000.0,Node.js Backend Developer (100% remote),"Rzeszów, +2 locations",Tak,15500.0
8892,11000.0,17000.0,Backend NodeJS Developer,"Warszawa, +2 locations",Tak,14000.0
8893,9500.0,16000.0,Przyszły Developer Node.js,Gliwice,Tak,12750.0
8894,16000.0,21000.0,Regular JS Developer with Electron JS,"Gliwice, +2 locations",Tak,18500.0
8895,29730.0,40880.0,Full stack developer,"Turku, +2 locations",Tak,35305.0
8896,14200.0,19500.0,Senior Backend Engineer (Node.js),"Rzeszów, +6 locations",Tak,16850.0
8897,8000.0,12000.0,"SEO Developer (PHP, Python lub JS)",Katowice,Tak,10000.0
8898,21850.0,26050.0,Frontend React Engineer (Biotech),Wrocław,Tak,23950.0
8899,10000.0,20000.0,Javascript Developer,Łódź,Tak,15000.0
8900,4500.0,8000.0,Junior Web Developer,Białystok,Nie,6250.0
8901,18000.0,21000.0,Frontend Developer Angular,Wrocław,Tak,19500.0
8902,10500.0,19000.0,React Developer with German,"Wrocław, +2 locations",Tak,14750.0
8903,16500.0,19000.0,Front-End Developer (Angular),Gdańsk,Tak,17750.0
8904,12500.0,20500.0,Angular Developer,"Kraków, +2 locations",Tak,16500.0
8905,16800.0,25200.0,Senior Full Stack Developer,Warszawa,Tak,21000.0
8906,20000.0,25000.0,JavaScript Developer,Warszawa,Tak,22500.0
8907,10000.0,16000.0,Mid Front-End Dev (design-driven eComm agency),"Wrocław, +4 locations",Tak,13000.0
8908,8000.0,14000.0,Node.js Developer,"Gdynia, +2 locations",Tak,11000.0
8909,8000.0,14000.0,JS/React Developer,"Gdynia, +2 locations",Tak,11000.0
8910,15790.0,18580.0,Mid Frontend Developer (ReactJS),"Wrocław, +1 location",Tak,17185.0
8911,12936.0,19152.0,Experienced Frontend Developer,Warszawa,Nie,16044.0
8912,8400.0,12936.0,Frontend Developer,Warszawa,Nie,10668.0
8913,4000.0,8000.0,Junior Frontend Developer,Kraków,Tak,6000.0
8914,12000.0,18000.0,QA Automation Tester with JavaScript,"Gdańsk, +1 location",Tak,15000.0
8915,17570.0,28990.0,Middle/Senior Full-Stack Developer,"Kraków, +2 locations",Tak,23280.0
8916,9000.0,15000.0,JavaScript Developer,"Wrocław, +2 locations",Tak,12000.0
8917,17570.0,28990.0,Middle/Senior JS Developer (React),"Kraków, +2 locations",Tak,23280.0
8918,11000.0,15000.0,React & Typescript Developer,Gdańsk,Nie,13000.0
8919,17570.0,28990.0,Middle Strong/Senior Angular Developer,"Kraków, +2 locations",Tak,23280.0
8920,17000.0,19000.0,Frontend Developer,Warszawa,Tak,18000.0
8921,26880.0,33600.0,Senior Front-end Developer,Warszawa,Tak,30240.0
8922,17570.0,28990.0,Middle/Senior JS Software Developer,"Kraków, +2 locations",Tak,23280.0
8923,30500.0,39500.0,Staff Backend Engineer (web3),"Warszawa, +2 locations",Tak,35000.0
8924,20000.0,24000.0,Remote Front End Developer (mid/senior),"Wrocław, +2 locations",Tak,22000.0
8925,21840.0,25200.0,Full Stack .Net Developer (React),Warszawa,Tak,23520.0
8926,14000.0,21500.0,Mid/Senior Frontend Developer,Wrocław,Tak,17750.0
8928,8000.0,15000.0,Web Developer,Białystok,Nie,11500.0
8930,11000.0,15000.0,Mid Frontend Developer (React),Warszawa,Tak,13000.0
8931,12000.0,17000.0,Frontend Software Engineer,Gdańsk,Tak,14500.0
8932,8000.0,15000.0,Front-end Developer,"Opole, +1 location",Tak,11500.0
8933,12000.0,18000.0,Mid Frontend Developer,Warszawa,Tak,15000.0
8934,19000.0,29000.0,Senior Frontend Developer,Warszawa,Tak,24000.0
8935,23000.0,32000.0,Lead Fullstack Engineer,Kraków,Tak,27500.0
8937,11760.0,18480.0,React Developer (remote),"Poznań, +3 locations",Tak,15120.0
8938,13000.0,25000.0,JavaScript Developer (Mid/Senior),Gdańsk,Tak,19000.0
8939,16000.0,25000.0,Senior JavaScript Developer,"Łódź, +2 locations",Tak,20500.0
8940,11190.0,15100.0,Senior Salesforce Developer,"Szczecin, +2 locations",Tak,13145.0
8941,11000.0,15000.0,Backend and AWS Software Engineer,Gdańsk,Nie,13000.0
8942,17570.0,21960.0,Senior Full Stack Developer,"Nicosia, +2 locations",Tak,19765.0
8943,10000.0,19000.0,JavaScript Developer,"Łódź, +2 locations",Tak,14500.0
8944,11760.0,22680.0,Test Automation Engineer (Cypress + TS),Kraków,Nie,17220.0
8945,10000.0,18000.0,JavaScript Developer,Wrocław,Tak,14000.0
8947,11190.0,15100.0,Senior Software Architect - Salesforce,"Szczecin, +2 locations",Tak,13145.0
8948,10900.0,15100.0,Node.js Developer,"Kraków, +2 locations",Tak,13000.0
8949,32000.0,38000.0,Expert Software Engineer,Gdańsk,Tak,35000.0
8950,20160.0,25200.0,React Developer,Katowice,Nie,22680.0
8952,16800.0,21000.0,React Developer,Katowice,Nie,18900.0
8954,18000.0,23500.0,Node.js Developer,"Lublin, +3 locations",Tak,20750.0
8955,10000.0,15000.0,React.js developer (regular),"Warszawa, +18 locations",Tak,12500.0
8957,22500.0,45000.0,Full Stack JavaScript Engineer,Warszawa,Tak,33750.0
8958,20000.0,29000.0,UI Engineer / React.js Developer,Warszawa,Tak,24500.0
8959,6000.0,8000.0,Javascript Developer,Wrocław,Nie,7000.0
8960,18000.0,25000.0,Mid/Senior FullStack JS Developer,Warszawa,Tak,21500.0
8961,10000.0,15000.0,React.js developer (regular),"Warszawa, +18 locations",Tak,12500.0
8963,22500.0,45000.0,Full Stack JavaScript Engineer,Warszawa,Tak,33750.0
8964,20000.0,29000.0,UI Engineer / React.js Developer,Warszawa,Tak,24500.0
8965,6000.0,8000.0,Javascript Developer,Wrocław,Nie,7000.0
8966,18000.0,25000.0,Mid/Senior FullStack JS Developer,Warszawa,Tak,21500.0
8967,10000.0,12000.0,FrontEnd Developer,Gdańsk,Tak,11000.0
8969,17000.0,26000.0,Senior Full Stack Developer,Gliwice,Tak,21500.0
8971,26000.0,30000.0,Remote React Native Mobile Developer,"Warszawa, +2 locations",Tak,28000.0
8973,19000.0,28000.0,React Native Developer,Warszawa,Tak,23500.0
8974,24620.0,27410.0,Mid Frontend Developer (Angular)- Remote,"Warszawa, +2 locations",Tak,26015.0
8975,20000.0,30000.0,Full stack developer (React.js + Node.js/Python) / Tech Lead,"Warszawa, +18 locations",Tak,25000.0
8978,25000.0,32000.0,Senior NodeJS Developer,"Warszawa, +2 locations",Tak,28500.0
8979,16000.0,23000.0,Fullstack Developer (Node.js/React),"Gliwice, +2 locations",Tak,19500.0
8980,10000.0,18000.0,Junior/Regular Frontend Developer,"Warszawa, +1 location",Tak,14000.0
8982,15000.0,24749.0,Senior Javascript (React.js) Developer,Warszawa,Tak,19874.5
8983,18000.0,24000.0,Frontend Developer,Warszawa,Tak,21000.0
8984,10080.0,15120.0,Frontend Developer 🚀,Kraków,Tak,12600.0
8985,6970.0,13940.0,Full stack Engineer,"Milano, +3 locations",Tak,10455.0
8987,17570.0,32940.0,Node.js Developer,"Kraków, +2 locations",Tak,25255.0
8988,17000.0,22000.0,Senior Frontend Engineer,Kraków,Tak,19500.0
8989,8000.0,10000.0,Junior React Developer,Warszawa,Nie,9000.0
8990,23000.0,27000.0,Angular Frontend Developer,Warszawa,Tak,25000.0
8991,15000.0,25100.0,Open Source Senior Frontend (React) Engineer,Kraków,Tak,20050.0
8992,18000.0,24000.0,Senior Angular Developer,Warszawa,Tak,21000.0
8994,18000.0,24000.0,Senior React Developer - 100% remote,Warszawa,Tak,21000.0
8995,14000.0,22000.0,Angular Developer (mid/senior),Warszawa,Tak,18000.0
8997,10000.0,14000.0,Front-end Developer (Angular),Warszawa,Tak,12000.0
8998,16800.0,18480.0,Vue.JS Developer,Warszawa,Tak,17640.0
8999,16000.0,24000.0,Senior Frontend Developer (Angular),Warszawa,Tak,20000.0
9000,8000.0,9000.0,Junior Frontend Developer,Warszawa,Nie,8500.0
9002,10000.0,12000.0,Full Stack Developer - Web Developer,Warszawa,Tak,11000.0
9003,17000.0,27000.0,Node.js developer (mid/senior),Wrocław,Tak,22000.0
9004,10000.0,18000.0,Front-End Developer (Angular 2+),"Gdynia, +1 location",Nie,14000.0
9006,8000.0,15000.0,React Developer,"Warszawa, +2 locations",Tak,11500.0
9007,10100.0,20200.0,Front End Developer,Poznań,Nie,15150.0
9010,23100.0,26250.0,Frontend Developer,Warszawa,Tak,24675.0
9011,16000.0,20000.0,Frontend Developer,Gdańsk,Tak,18000.0
9012,20000.0,25000.0,Senior JavaScript Engineer,Katowice,Tak,22500.0
9013,12000.0,17000.0,JavaScript Engineer,Katowice,Tak,14500.0
9014,4000.0,8000.0,Junior Blockchain (Solidity) Developer,Gliwice,Nie,6000.0
9017,13000.0,20000.0,VueJS Front-End Developer,"Warszawa, +2 locations",Tak,16500.0
9018,17000.0,23500.0,Software Engineer - Backend,"Warsaw, +4 locations",Tak,20250.0
9019,15000.0,20000.0,Senior Frontend Developer (React),Wrocław,Tak,17500.0
9020,15000.0,22000.0,Frontend Developer (React or Angular),"Poznań, +2 locations",Tak,18500.0
9022,22000.0,26000.0,Senior React Developer (Fully Remote),Poznań,Tak,24000.0
9023,18000.0,26000.0,Senior Frontend Developer,Gdańsk,Tak,22000.0
9024,,,Software Developer (Internship),Kraków,Nie,
9025,20350.0,26350.0,Senior Node.js Developer,"Wrocław, +2 locations",Tak,23350.0
9026,13000.0,17000.0,Senior Frontend Developer,Warszawa,Tak,15000.0
9027,16000.0,22000.0,Fullstack Developer (Node.js + Angular),Gdańsk,Tak,19000.0
9029,8000.0,14000.0,Frontend Developer,Warszawa,Nie,11000.0
9030,16000.0,24000.0,JS Fullstack Developer - Fortune 500 app,Kraków,Tak,20000.0
9031,31730.0,33920.0,"Senior Software Engineer, Cloud",Londyn,Tak,32825.0
9032,20000.0,25000.0,Frontend Developer (React),Warszawa,Tak,22500.0
9033,14000.0,18000.0,Frontend Developer (Angular 8+),"Warszawa, +2 locations",Tak,16000.0
9034,20000.0,28000.0,Senior Node.js Developer,"Kraków, +18 locations",Tak,24000.0
9035,12000.0,18000.0,React Engineer (remote),"Warszawa, +2 locations",Tak,15000.0
9036,15000.0,22000.0,Senior React Engineer (remote),"Warszawa, +2 locations",Tak,18500.0
9038,16000.0,20000.0,Frontend Developer,Warszawa,Nie,18000.0
9039,13000.0,22000.0,JavaScript (Angular/NodeJS) Developer,Warszawa,Tak,17500.0
9040,20900.0,37160.0,Backend Developer,Paris,Tak,29030.0
9041,25000.0,50000.0,Smart Contract Developer (praca zdalna),"Gdynia, +2 locations",Tak,37500.0
9042,18000.0,20000.0,Remote JavaScript Developer,"Kraków, +18 locations",Tak,19000.0
9043,5000.0,8000.0,Junior Front-End Developer,Kraków,Nie,6500.0
9045,16000.0,20000.0,Frontend Developer,Warszawa,Nie,18000.0
9046,13000.0,22000.0,JavaScript (Angular/NodeJS) Developer,Warszawa,Tak,17500.0
9047,20900.0,37160.0,Backend Developer,Paris,Tak,29030.0
9048,25000.0,50000.0,Smart Contract Developer (praca zdalna),"Gdynia, +2 locations",Tak,37500.0
9049,18000.0,20000.0,Remote JavaScript Developer,"Kraków, +18 locations",Tak,19000.0
9050,5000.0,8000.0,Junior Front-End Developer,Kraków,Nie,6500.0
9051,9000.0,18000.0,Mid Developer (Angular/ React),Warszawa,Tak,13500.0
9052,12000.0,23000.0,Senior Developer (Angular/ React),Warszawa,Tak,17500.0
9053,14000.0,20500.0,Lead JavaScript Developer,"Katowice, +3 locations",Tak,17250.0
9054,12000.0,17500.0,Senior JavaScript Developer,"Katowice, +3 locations",Tak,14750.0
9055,11000.0,17000.0,Frontend Developer,Warszawa,Nie,14000.0
9056,20000.0,28000.0,Senior React Developer,"Kraków, +1 location",Nie,24000.0
9057,9000.0,18000.0,Frontend Developer with Vue or React,"Kraków, +2 locations",Nie,13500.0
9058,17000.0,20000.0,Programista Vue.js,Niemcz,Tak,18500.0
9060,20100.0,26800.0,React Native Developer,Poznań,Nie,23450.0
9063,22000.0,28000.0,Front-end Engineer,"Warszawa, +2 locations",Tak,25000.0
9064,25000.0,30000.0,Backend Engineer,"Warszawa, +2 locations",Tak,27500.0
9065,18000.0,25000.0,Senior Node.js / Typescript Developer,Łódź,Tak,21500.0
9066,22000.0,28000.0,Sr Node.js Back-End developer (Remote),Poznań,Tak,25000.0
9067,16800.0,25200.0,Senior React.js Developer,"Kraków, +2 locations",Tak,21000.0
9068,14000.0,27500.0,Full-stack Engineer,"Kraków, +1 location",Tak,20750.0
9069,5000.0,6000.0,Junior Frontend Developer,Rzeszów,Tak,5500.0
9070,25620.0,36600.0,Backend Developer,Londyn,Tak,31110.0
9071,43920.0,54900.0,Support Engineer,San Francisco,Tak,49410.0
9072,10000.0,16000.0,Mid Frontend Developer,"Warszawa, +1 location",Tak,13000.0
9073,20000.0,24000.0,Senior Vue.js Developer,Kraków,Tak,22000.0
9074,12600.0,25000.0,Regular/Senior React Native Developer,"Kraków, +1 location",Tak,18800.0
9075,12000.0,20000.0,Angular Developer,Warsaw,Tak,16000.0
9076,20000.0,25000.0,Senior Frontend Engineer (React),"Warszawa, +2 locations",Tak,22500.0
9077,5000.0,9000.0,Junior Typescript Engineer (przyuczymy),Warszawa,Tak,7000.0
9078,19000.0,30000.0,Senior React Developer in eCommerce,"Wrocław, +3 locations",Tak,24500.0
9079,12000.0,18000.0,Frontend Developer (Angular),Kraków,Nie,15000.0
9081,13200.0,19800.0,Frontend Developer (Angular),Warszawa,Tak,16500.0
9082,17000.0,24000.0,Senior Frontend Developer,Poznań,Tak,20500.0
9083,12000.0,17000.0,Frontend Developer,Poznań,Tak,14500.0
9084,10000.0,16000.0,React Native Developer,"Wrocław, +1 location",Tak,13000.0
9085,5000.0,10000.0,Junior Angular Developer,Warszawa,Tak,7500.0
9086,10000.0,20000.0,Front-End Engineer,"Łódź, +4 locations",Nie,15000.0
9087,22000.0,30000.0,Senior Full Stack Engineer,Warszawa,Tak,26000.0
9088,21000.0,28000.0,Senior Angular Developer,Warszawa,Tak,24500.0
9089,10000.0,18000.0,Mid Angular Developer,Warszawa,Tak,14000.0
9093,47580.0,69540.0,Software Engineer (Full-Stack),New York,Tak,58560.0
9094,17000.0,24500.0,Mid/ Senior Frontend Engineer,Kraków,Tak,20750.0
9095,12800.0,19200.0,React.js Developer (Remote),Katowice,Tak,16000.0
9096,9000.0,16000.0,Backend Developer,Sopot,Tak,12500.0
9097,18480.0,21840.0,Node.js Developer,"Kraków, +5 locations",Tak,20160.0
9098,16800.0,20160.0,Frontend Developer,"Kraków, +5 locations",Tak,18480.0
9099,9000.0,18000.0,Full Stack Developer,"Warszawa, +3 locations",Tak,13500.0
9100,6000.0,12000.0,Junior Front End Developer,"Białystok, +1 location",Tak,9000.0
9101,37670.0,43340.0,Software Engineer,Zürich,Tak,40505.0
9102,24490.0,39570.0,Senior Full Stack Engineer,Redwood City,Tak,32030.0
9104,18000.0,27000.0,Frontend Developer JavaScript/Angular,"Wien, +2 locations",Tak,22500.0
9105,18000.0,24000.0,Mid / Senior Fullstack Developer,"Katowice, +1 location",Tak,21000.0
9106,16000.0,23000.0,Senior Backend Developer,"Warszawa, +2 locations",Tak,19500.0
9107,10000.0,14000.0,Remote Frontend Developer,"Katowice, +1 location",Tak,12000.0
9108,17570.0,21960.0,Full-Stack (Node.js/React) Developer,"Budapest, +2 locations",Tak,19765.0
9109,7000.0,12500.0,Programista full stack,Poznań,Nie,9750.0
9110,13440.0,20160.0,React Developer,Gliwice,Tak,16800.0
9111,14000.0,20000.0,Remote Angular Developer,"Warszawa, +2 locations",Tak,17000.0
9112,8000.0,16000.0,Frontend Developer,"Kraków, +2 locations",Tak,12000.0
9113,18000.0,25000.0,Remote Senior JavaScript Developer,Łódź,Tak,21500.0
9114,18000.0,22000.0,Remote React Developer,"Berlin, +2 locations",Tak,20000.0
9115,20000.0,25000.0,Senior React/Node Developer,Wrocław,Tak,22500.0
9116,13180.0,19760.0,UI Software Developer,Kraków,Tak,16470.0
9117,4000.0,8000.0,Remote Junior Frontend Developer,"Gdańsk, +3 locations",Tak,6000.0
9118,8000.0,12000.0,Junior Front-end Developer (Vue).,Wrocław,Nie,10000.0
9119,18000.0,25000.0,Middle/Senior Front-End Developer,"Kraków, +2 locations",Nie,21500.0
9120,12000.0,22000.0,Front-end Vue.JS Engineer,"Warszawa, +5 locations",Tak,17000.0
9121,12000.0,20500.0,Front-end Developer,"Kraków, +1 location",Tak,16250.0
9122,21800.0,26800.0,Senior Node.js Developer,"Kraków, +2 locations",Tak,24300.0
9123,19000.0,26000.0,Front-End React Developer,"Katowice, +1 location",Tak,22500.0
9124,25000.0,30000.0,Senior Fullstack Developer,"Wrocław, +1 location",Tak,27500.0
9125,18450.0,21960.0,JavaScript (React) Developer,"Budapest, +2 locations",Tak,20205.0
9126,14500.0,16500.0,Front End Architect,Gdańsk,Tak,15500.0
9127,12000.0,20500.0,Front-end Developer,"Kraków, +1 location",Tak,16250.0
9128,21800.0,26800.0,Senior Node.js Developer,"Kraków, +2 locations",Tak,24300.0
9129,19000.0,26000.0,Front-End React Developer,"Katowice, +1 location",Tak,22500.0
9130,25000.0,30000.0,Senior Fullstack Developer,"Wrocław, +1 location",Tak,27500.0
9131,18450.0,21960.0,JavaScript (React) Developer,"Budapest, +2 locations",Tak,20205.0
9132,14500.0,16500.0,Front End Architect,Gdańsk,Tak,15500.0
9133,21800.0,28500.0,Senior Fullstack Developer,"Kraków, +2 locations",Tak,25150.0
9134,21000.0,26880.0,Frontend Developer,Wrocław,Nie,23940.0
9135,18000.0,24000.0,Senior Frontend Engineer (React Native),Kraków,Tak,21000.0
9136,15120.0,23520.0,Frontend (Angular) Developer with German,Wrocław,Tak,19320.0
9137,10300.0,16400.0,Software Engineer (Frontend),Warszawa,Nie,13350.0
9138,10000.0,16000.0,Front-end Developer,Warszawa,Tak,13000.0
9139,15000.0,21000.0,Fullstack Blockchain Developer,Kraków,Nie,18000.0
9140,18000.0,24000.0,Node.js Developer [MedTech project],"Katowice, +1 location",Tak,21000.0
9141,9000.0,15000.0,Mid Fullstack Node.js Developer,Warszawa,Tak,12000.0
9143,12000.0,16000.0,Frontend Developer (React),"Wrocław, +1 location",Tak,14000.0
9144,10000.0,20000.0,Frontend Developer (React),"Warszawa, +4 locations",Tak,15000.0
9145,14000.0,26000.0,Mid/Senior Front-end Developer,Warszawa,Nie,20000.0
9146,8000.0,16000.0,Junior/ Mid JavaScript Developer,"Warszawa, +8 locations",Tak,12000.0
9147,,,Frontend Developer Internship,Gdańsk,Nie,
9148,11000.0,16000.0,Frontend Engineer,"Poznań, +2 locations",Tak,13500.0
9150,22000.0,28000.0,Senior Frontend (React) Developer,Kraków,Tak,25000.0
9151,12000.0,18000.0,Frontend Developer,Wrocław,Tak,15000.0
9153,20000.0,27000.0,Senior Frontend Developer (Angular),Warszawa,Tak,23500.0
9155,16000.0,18000.0,Senior Frontend Developer (React),"Wrocław, +1 location",Tak,17000.0
9157,10000.0,15000.0,Regular Frontend Developer (React),Poznań,Tak,12500.0
9158,7000.0,9000.0,Junior React Developer,Gdynia,Nie,8000.0
9159,18580.0,25080.0,Frontend Engineer,Madrid,Tak,21830.0
9160,13000.0,15000.0,React Developer (REMOTE),"Wrocław, +2 locations",Tak,14000.0
9161,17000.0,21000.0,React Developer (REMOTE),"Warszawa, +2 locations",Tak,19000.0
9162,15000.0,20000.0,React Developer,"Białystok, +3 locations",Tak,17500.0
9163,20000.0,30000.0,React Expert,"Warszawa, +2 locations",Tak,25000.0
9164,,,Internship - React Native Developer,Warszawa,Nie,
9165,12000.0,22000.0,Remote Angular Developer,Katowice,Tak,17000.0
9167,15000.0,27000.0,Senior Node.js backend dev (100% remote),"Wrocław, +2 locations",Tak,21000.0
9168,12000.0,14000.0,Vue.js Developer (Remote),"Gdańsk, +2 locations",Tak,13000.0
9169,23230.0,30190.0,NodeJS Developer,Paryż,Tak,26710.0
9170,15120.0,25200.0,Senior React.js Developer,Wrocław,Tak,20160.0
9171,15000.0,25000.0,Angular Developer,"Warszawa, +1 location",Nie,20000.0
9172,14000.0,24000.0,Vue.js Developer,Kraków,Tak,19000.0
9173,9000.0,18000.0,Mid JavaScript Developer,Gliwice,Tak,13500.0
9174,5000.0,8000.0,Junior Frontend Developer,Lublin,Nie,6500.0
9175,19000.0,31000.0,TypeScript Full-stack Developer,Kraków,Nie,25000.0
9176,16000.0,25000.0,React Developer,Wrocław,Nie,20500.0
9177,20000.0,28800.0,Frontend Developer (React),Warszawa,Tak,24400.0
9179,19970.0,22760.0,Front-End Developer,Łódź,Tak,21365.0
9180,19000.0,30000.0,Senior/Expert React Engineer,Warszawa,Tak,24500.0
9181,5000.0,9000.0,Junior Full Stack Developer (PHP + JS),Kraków,Tak,7000.0
9182,17000.0,25000.0,Senior Frontend Engineer,"Poznań, +2 locations",Tak,21000.0
9183,16000.0,18000.0,Senior React Native Developer,"Wrocław, +1 location",Tak,17000.0
9184,15000.0,30000.0,Middle/Senior Front-End Engineer,Warszawa,Tak,22500.0
9185,16000.0,21000.0,React Developer with Django,Gdańsk,Tak,18500.0
9188,2800.0,5000.0,Junior React Developer,Gdańsk,Nie,3900.0
9189,39530.0,48310.0,Senior Frontend Engineer(REMOTE),Atlanta,Tak,43920.0
9190,15000.0,25000.0,JavaScript Developer (Node.js/Fullstack),Kraków,Tak,20000.0
9191,15000.0,25000.0,Typescript Developer,Kraków,Tak,20000.0
9192,21960.0,30750.0,Web Developer (NodeJS + ReactJS),Kraków,Tak,26355.0
9193,7500.0,15000.0,Frontend Developer [4 day work week],"Szczecin, +1 location",Tak,11250.0
9194,6000.0,9000.0,Junior JavaScript developer,Wrocław,Nie,7500.0
9195,12000.0,18600.0,Remote Node.js Developer,"Kraków, +4 locations",Tak,15300.0
9196,13000.0,25000.0,Senior JavaScript Fullstack Developer,"Wrocław, +1 location",Tak,19000.0
9197,18000.0,25000.0,Senior React Developer,Warszawa,Tak,21500.0
9198,20000.0,28000.0,React Native Developer,Kraków,Tak,24000.0
9199,14000.0,19000.0,React Developer,Kraków,Nie,16500.0
9200,25080.0,32520.0,Senior Frontend Engineer,"Berlin, +5 locations",Tak,28800.0
9201,13500.0,18700.0,Senior software developer,Warszawa,Nie,16100.0
9202,8000.0,15000.0,JavaScript Developer with Vue.js,Wrocław,Tak,11500.0
9203,8000.0,15000.0,React/React Native Developer,Wrocław,Tak,11500.0
9204,8000.0,15000.0,JavaScript Developer with React,Wrocław,Tak,11500.0
9205,15000.0,25000.0,Senior React Native Developer,Wrocław,Tak,20000.0
9206,54900.0,91500.0,Backend Software Engineer,San Francisco,Tak,73200.0
9207,18000.0,24000.0,Mid/Senior React Developer,Wrocław,Nie,21000.0
9208,,,Front-End developer JS / Angular,"Warszawa, +1 location",Tak,
9209,10000.0,15000.0,Regular Frontend Developer (React),Poznań,Tak,12500.0
9210,7000.0,9000.0,Junior React Developer,Gdynia,Nie,8000.0
9211,18580.0,25080.0,Frontend Engineer,Madrid,Tak,21830.0
9212,13000.0,15000.0,React Developer (REMOTE),"Wrocław, +2 locations",Tak,14000.0
9213,17000.0,21000.0,React Developer (REMOTE),"Warszawa, +2 locations",Tak,19000.0
9214,15000.0,20000.0,React Developer,"Białystok, +3 locations",Tak,17500.0
9215,20000.0,30000.0,React Expert,"Warszawa, +2 locations",Tak,25000.0
9216,,,Internship - React Native Developer,Warszawa,Nie,
9217,12000.0,22000.0,Remote Angular Developer,Katowice,Tak,17000.0
9219,15000.0,27000.0,Senior Node.js backend dev (100% remote),"Wrocław, +2 locations",Tak,21000.0
9220,12000.0,14000.0,Vue.js Developer (Remote),"Gdańsk, +2 locations",Tak,13000.0
9221,23230.0,30190.0,NodeJS Developer,Paryż,Tak,26710.0
9222,15120.0,25200.0,Senior React.js Developer,Wrocław,Tak,20160.0
9223,15000.0,25000.0,Angular Developer,"Warszawa, +1 location",Nie,20000.0
9224,14000.0,24000.0,Vue.js Developer,Kraków,Tak,19000.0
9225,9000.0,18000.0,Mid JavaScript Developer,Gliwice,Tak,13500.0
9226,5000.0,8000.0,Junior Frontend Developer,Lublin,Nie,6500.0
9227,19000.0,31000.0,TypeScript Full-stack Developer,Kraków,Nie,25000.0
9228,16000.0,25000.0,React Developer,Wrocław,Nie,20500.0
9229,20000.0,28800.0,Frontend Developer (React),Warszawa,Tak,24400.0
9231,19970.0,22760.0,Front-End Developer,Łódź,Tak,21365.0
9232,19000.0,30000.0,Senior/Expert React Engineer,Warszawa,Tak,24500.0
9233,5000.0,9000.0,Junior Full Stack Developer (PHP + JS),Kraków,Tak,7000.0
9234,17000.0,25000.0,Senior Frontend Engineer,"Poznań, +2 locations",Tak,21000.0
9235,16000.0,18000.0,Senior React Native Developer,"Wrocław, +1 location",Tak,17000.0
